date,team,b_pa,b_ab,b_r,b_h,b_d,b_t,b_hr,b_w,b_k,b_sb,b_gdp,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_w,p_k,p_hbp,p_sb,p_cs,d_a,d_dp,d_tp,d_sb,win
20250327,LAN,40.0,32.0,5.0,7.0,2.5,0.0,1.5,7.5,9.0,0.0,1.5,36.5,5.5,1.5,0.0,0.0,2.0,4.0,10.5,0.5,1.5,0.0,6.0,0.5,0.0,1.5,1.0
20250327,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20250327,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20250327,MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20250327,NYA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20250327,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20250327,SDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20250327,ATH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20250327,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20250327,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20250327,SLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20250327,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20250327,TEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20250327,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20250327,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20250327,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20250327,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20250328,CHN,40.0,35.0,4.666666666666667,7.666666666666667,2.0,0.0,0.3333333333333333,4.666666666666667,10.333333333333334,1.3333333333333333,0.0,40.0,7.666666666666667,2.6666666666666665,0.0,1.3333333333333333,5.333333333333333,6.0,7.333333333333333,0.6666666666666666,0.0,0.0,10.0,1.3333333333333333,0.0,0.0,0.0
20250328,ARI,40.0,33.0,6.0,9.0,3.0,0.0,1.0,3.0,4.0,0.0,1.0,47.0,12.0,3.0,0.0,1.0,10.0,6.0,10.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,1.0
20250328,NYN,38.0,30.0,1.0,6.0,1.0,0.0,0.0,6.0,7.0,0.0,1.0,36.0,7.0,0.0,0.0,0.0,3.0,5.0,7.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0
20250328,HOU,36.0,29.0,3.0,7.0,0.0,0.0,0.0,5.0,7.0,0.0,1.0,38.0,6.0,1.0,0.0,0.0,1.0,6.0,7.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0
20250328,DET,42.0,34.0,4.0,9.0,0.0,1.0,1.0,6.0,9.0,1.0,0.0,32.0,7.0,0.0,0.0,3.0,5.0,1.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20250328,LAN,37.333333333333336,31.666666666666668,5.0,7.0,1.6666666666666667,0.0,2.0,5.333333333333333,8.0,0.0,1.0,38.333333333333336,6.666666666666667,1.0,0.3333333333333333,0.3333333333333333,2.6666666666666665,4.666666666666667,10.0,0.3333333333333333,1.3333333333333333,0.0,6.333333333333333,0.3333333333333333,0.0,1.3333333333333333,1.0
20250328,PIT,40.0,31.0,4.0,4.0,1.0,0.0,1.0,7.0,11.0,6.0,0.0,38.0,7.0,1.0,1.0,0.0,5.0,7.0,11.0,1.0,1.0,0.0,8.0,2.0,0.0,1.0,1.0
20250328,MIA,38.0,30.0,5.0,7.0,1.0,1.0,0.0,7.0,11.0,1.0,1.0,40.0,4.0,1.0,0.0,1.0,4.0,7.0,11.0,2.0,6.0,0.0,6.0,0.0,0.0,6.0,0.0
20250328,ATL,41.0,35.0,4.0,7.0,0.0,0.0,2.0,6.0,10.0,0.0,0.0,36.0,10.0,2.0,0.0,1.0,7.0,2.0,9.0,0.0,5.0,0.0,8.0,0.0,0.0,5.0,0.0
20250328,SDN,36.0,31.0,7.0,10.0,2.0,0.0,1.0,2.0,9.0,5.0,0.0,41.0,7.0,0.0,0.0,2.0,4.0,6.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
20250328,ATH,30.0,29.0,2.0,3.0,0.0,0.0,2.0,1.0,10.0,0.0,1.0,35.0,5.0,0.0,0.0,2.0,4.0,7.0,7.0,1.0,1.0,0.0,9.0,1.0,0.0,1.0,1.0
20250328,SEA,35.0,25.0,4.0,5.0,0.0,0.0,2.0,7.0,7.0,1.0,1.0,30.0,3.0,0.0,0.0,2.0,2.0,1.0,10.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0
20250328,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20250328,TBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20250328,BOS,36.0,33.0,5.0,6.0,0.0,0.0,2.0,3.0,13.0,2.0,0.0,35.0,7.0,1.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0
20250328,TEX,35.0,33.0,2.0,7.0,1.0,0.0,0.0,2.0,7.0,0.0,1.0,36.0,6.0,0.0,0.0,2.0,5.0,3.0,13.0,0.0,2.0,0.0,6.0,0.0,0.0,2.0,1.0
20250328,BAL,45.0,39.0,12.0,14.0,1.0,0.0,6.0,5.0,8.0,0.0,0.0,33.0,4.0,0.0,0.0,1.0,2.0,5.0,3.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0
20250328,TOR,33.0,28.0,2.0,4.0,0.0,0.0,1.0,5.0,3.0,0.0,2.0,45.0,14.0,1.0,0.0,6.0,12.0,5.0,8.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0
20250329,CHN,38.75,34.0,3.75,6.5,2.0,0.0,0.25,4.5,9.0,1.5,0.0,39.75,9.25,3.5,0.0,1.5,6.0,4.5,7.25,0.75,0.25,0.0,9.0,1.0,0.0,0.25,1.0
20250329,ARI,39.5,35.0,7.0,11.5,4.5,0.0,1.5,1.5,5.5,0.5,0.5,41.0,7.5,2.5,0.0,0.5,5.5,5.0,7.5,0.0,1.5,0.0,8.0,0.0,0.0,1.5,0.0
20250329,ANA,35.0,32.0,1.0,5.0,1.0,0.0,1.0,2.0,10.0,0.0,0.0,35.0,9.0,2.0,0.0,3.0,8.0,2.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0
20250329,CHA,35.0,33.0,8.0,9.0,2.0,0.0,3.0,2.0,6.0,0.0,0.0,35.0,5.0,1.0,0.0,1.0,1.0,2.0,10.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
20250329,SFN,35.0,33.0,6.0,6.0,0.0,0.0,2.0,2.0,17.0,0.0,0.0,38.0,8.0,1.0,0.0,0.0,4.0,4.0,8.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0
20250329,CIN,38.0,33.0,4.0,8.0,1.0,0.0,0.0,4.0,8.0,0.0,1.0,35.0,6.0,0.0,0.0,2.0,6.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20250329,NYN,36.0,30.0,2.0,5.5,1.5,0.0,0.5,4.5,9.0,0.0,1.5,35.0,5.0,0.0,0.0,0.0,2.0,4.5,8.5,0.5,0.0,0.0,8.5,1.0,0.0,0.0,0.0
20250329,HOU,35.0,29.0,2.0,5.0,0.0,0.0,0.0,4.5,8.5,0.0,1.0,36.0,5.5,1.5,0.0,0.5,2.0,4.5,9.0,1.0,0.0,0.5,10.5,1.5,0.0,0.0,1.0
20250329,CLE,42.0,36.0,7.0,10.0,3.0,1.0,1.0,3.0,5.0,0.0,1.0,38.0,7.0,2.0,0.0,1.0,4.0,1.0,10.0,0.0,2.0,0.0,6.0,1.0,0.0,2.0,0.0
20250329,KCA,38.0,35.0,4.0,7.0,2.0,0.0,1.0,1.0,10.0,2.0,0.0,42.0,10.0,3.0,1.0,1.0,7.0,3.0,5.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,1.0
20250329,DET,43.0,36.5,4.5,9.5,1.0,1.0,1.5,5.5,12.5,1.0,0.0,35.0,7.5,0.5,0.0,3.0,6.5,1.5,8.0,0.5,0.0,0.0,9.0,0.5,0.0,0.0,0.0
20250329,LAN,37.5,32.5,5.75,7.25,1.5,0.0,2.25,4.5,8.5,0.0,1.0,39.75,7.5,1.25,0.5,0.75,3.25,4.75,11.5,0.25,1.25,0.0,7.5,0.25,0.0,1.25,1.0
20250329,PIT,39.5,32.0,4.0,5.5,1.0,0.0,1.0,6.0,8.5,4.0,0.5,36.5,7.0,1.0,0.5,0.5,4.0,5.0,9.0,0.5,0.5,0.0,9.0,2.0,0.0,0.5,0.0
20250329,MIA,36.5,30.5,4.0,7.0,1.0,0.5,0.5,5.0,9.0,0.5,1.5,39.5,5.5,1.0,0.0,1.0,4.0,6.0,8.5,1.0,4.0,0.0,8.0,0.5,0.0,4.0,1.0
20250329,MIL,38.0,33.0,2.0,7.0,1.0,0.0,1.0,4.0,13.0,1.0,0.0,34.0,7.0,1.0,0.0,2.0,4.0,4.0,10.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
20250329,NYA,34.0,29.0,4.0,7.0,1.0,0.0,2.0,4.0,10.0,0.0,0.0,38.0,7.0,1.0,0.0,1.0,2.0,4.0,13.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,1.0
20250329,ATL,38.5,33.5,3.5,6.0,0.5,0.0,1.5,5.0,11.5,0.0,0.0,35.5,10.0,1.5,0.0,1.5,5.5,2.0,6.0,0.0,2.5,0.0,11.0,0.0,0.0,2.5,0.0
20250329,SDN,35.5,32.0,5.5,10.0,1.5,0.0,1.5,2.0,6.0,2.5,0.0,38.5,6.0,0.5,0.0,1.5,3.5,5.0,11.5,0.0,0.0,0.0,6.5,0.0,0.0,0.0,1.0
20250329,ATH,37.0,33.5,4.5,7.5,1.0,0.0,2.5,3.0,7.5,0.0,0.5,34.5,5.0,0.0,0.0,1.0,2.0,5.0,10.0,0.5,0.5,0.0,9.5,0.5,0.0,0.5,1.0
20250329,SEA,34.5,28.0,2.0,5.0,0.0,0.0,1.0,5.0,10.0,0.5,0.5,37.0,7.5,1.0,0.0,2.5,4.5,3.0,7.5,0.5,0.0,0.0,11.5,0.5,0.0,0.0,0.0
20250329,MIN,37.0,34.0,3.0,8.0,2.0,0.0,1.0,3.0,11.0,1.0,1.0,35.0,10.0,1.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0
20250329,SLN,35.0,33.0,5.0,10.0,1.0,0.0,2.0,2.0,5.0,0.0,1.0,37.0,8.0,2.0,0.0,1.0,3.0,3.0,11.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,1.0
20250329,COL,37.0,32.0,2.0,7.0,3.0,0.0,0.0,3.0,12.0,2.0,0.0,32.0,7.0,1.0,0.0,1.0,3.0,1.0,9.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0
20250329,TBA,32.0,30.0,3.0,7.0,1.0,0.0,1.0,1.0,9.0,0.0,0.0,37.0,7.0,3.0,0.0,0.0,2.0,3.0,12.0,1.0,2.0,2.0,7.0,0.0,0.0,2.0,0.0
20250329,BOS,36.0,33.5,3.0,7.0,0.0,0.0,1.0,2.5,10.0,2.0,0.5,33.5,7.5,1.0,0.0,1.0,3.0,2.5,5.0,0.0,1.0,0.0,10.5,1.5,0.0,1.0,0.0
20250329,TEX,33.5,31.0,3.0,7.5,1.0,0.0,1.0,2.5,5.0,1.0,1.5,36.0,7.0,0.0,0.0,1.0,3.0,2.5,10.0,0.0,2.0,0.0,8.0,0.5,0.0,2.0,1.0
20250329,BAL,39.5,34.0,7.0,8.5,0.5,0.0,3.5,4.5,8.5,0.0,0.0,36.5,9.0,1.5,0.0,0.5,5.0,4.0,6.0,0.5,0.5,0.5,8.0,2.0,0.0,0.5,1.0
20250329,TOR,36.5,31.0,5.0,9.0,1.5,0.0,0.5,4.0,6.0,0.5,1.0,39.5,8.5,0.5,0.0,3.5,7.0,4.5,8.5,0.5,0.0,0.5,5.0,0.5,0.0,0.0,0.0
20250329,PHI,43.0,37.0,7.0,8.0,2.0,1.0,2.0,6.0,19.0,1.0,0.0,37.0,5.0,1.0,0.0,1.0,3.0,3.0,13.0,1.0,3.0,1.0,13.0,1.0,0.0,3.0,1.0
20250329,WAS,37.0,33.0,3.0,5.0,1.0,0.0,1.0,3.0,13.0,3.0,1.0,43.0,8.0,2.0,1.0,2.0,7.0,6.0,19.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0
20250330,CHN,38.4,34.4,3.8,6.8,2.0,0.0,0.6,3.8,9.0,1.2,0.0,39.4,9.2,3.2,0.0,1.4,5.4,4.2,7.2,0.6,0.2,0.0,8.6,1.0,0.0,0.2,0.0
20250330,ARI,39.0,35.0,5.666666666666667,10.666666666666666,3.6666666666666665,0.0,1.3333333333333333,2.0,6.0,0.3333333333333333,0.3333333333333333,39.666666666666664,7.666666666666667,2.3333333333333335,0.0,1.0,5.0,3.6666666666666665,8.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,1.0
20250330,ANA,35.5,32.0,1.0,6.5,0.5,0.0,0.5,3.0,8.5,0.5,1.5,33.0,5.5,1.0,0.0,1.5,4.0,3.0,6.5,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0
20250330,CHA,33.0,30.0,4.0,5.5,1.0,0.0,1.5,3.0,6.5,0.0,0.5,35.5,6.5,0.5,0.0,0.5,1.0,3.0,8.5,0.5,0.5,0.0,8.0,1.5,0.0,0.5,0.0
20250330,SFN,34.0,32.5,4.0,7.0,1.0,0.0,1.5,1.0,9.0,0.5,1.5,35.5,8.0,1.0,0.0,1.0,3.5,2.5,8.5,0.5,0.0,0.0,6.5,0.5,0.0,0.0,1.0
20250330,CIN,35.5,32.5,3.5,8.0,1.0,0.0,1.0,2.5,8.5,0.0,0.5,34.0,7.0,1.0,0.0,1.5,4.0,1.0,9.0,0.5,0.5,0.0,7.5,1.5,0.0,0.5,0.0
20250330,CLE,37.5,32.0,5.0,7.5,2.0,0.5,1.0,3.5,5.0,0.0,1.0,36.5,8.5,1.5,0.0,1.0,4.0,1.5,7.0,0.0,1.5,0.5,7.0,0.5,0.0,1.5,1.0
20250330,KCA,36.5,34.0,4.0,8.5,1.5,0.0,1.0,1.5,7.0,1.5,0.0,37.5,7.5,2.0,0.5,1.0,5.0,3.5,5.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0
20250330,PIT,43.0,35.333333333333336,4.0,6.666666666666667,1.0,0.0,0.6666666666666666,6.666666666666667,9.0,4.666666666666667,0.6666666666666666,41.0,9.0,2.3333333333333335,0.3333333333333333,0.3333333333333333,4.333333333333333,4.333333333333333,9.0,0.3333333333333333,1.0,0.0,11.333333333333334,1.6666666666666667,0.0,1.0,0.0
20250330,MIA,41.0,35.333333333333336,4.333333333333333,9.0,2.3333333333333335,0.3333333333333333,0.3333333333333333,4.333333333333333,9.0,1.0,1.3333333333333333,43.0,6.666666666666667,1.0,0.0,0.6666666666666666,4.0,6.666666666666667,9.0,0.6666666666666666,4.666666666666667,0.0,11.666666666666666,0.6666666666666666,0.0,4.666666666666667,1.0
20250330,MIL,43.0,38.5,5.5,10.0,1.5,0.0,1.0,3.0,11.0,1.0,0.0,42.5,11.5,1.5,0.0,5.5,12.0,6.0,7.5,1.0,0.0,0.5,5.5,0.0,0.0,0.0,0.0
20250330,NYA,42.5,34.5,12.0,11.5,1.5,0.0,5.5,6.0,7.5,0.0,0.0,43.0,10.0,1.5,0.0,1.0,5.5,3.0,11.0,1.0,1.0,0.0,9.0,0.0,0.0,1.0,1.0
20250330,ATL,37.0,32.0,2.3333333333333335,5.666666666666667,0.6666666666666666,0.0,1.0,5.0,9.333333333333334,0.3333333333333333,0.6666666666666666,33.666666666666664,8.0,1.3333333333333333,0.0,1.0,4.0,2.0,6.333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,9.333333333333334,0.3333333333333333,0.0,1.6666666666666667,0.0
20250330,SDN,33.666666666666664,30.333333333333332,4.0,8.0,1.3333333333333333,0.0,1.0,2.0,6.333333333333333,1.6666666666666667,0.0,37.0,5.666666666666667,0.6666666666666666,0.0,1.0,2.3333333333333335,5.0,9.333333333333334,0.0,0.3333333333333333,0.3333333333333333,8.0,0.6666666666666666,0.0,0.3333333333333333,1.0
20250330,ATH,37.333333333333336,34.333333333333336,4.333333333333333,8.0,0.6666666666666666,0.0,2.0,2.6666666666666665,7.333333333333333,0.0,0.6666666666666666,35.666666666666664,5.0,0.3333333333333333,0.0,0.6666666666666666,2.0,5.333333333333333,10.666666666666666,1.0,1.6666666666666667,0.0,7.0,1.0,0.0,1.6666666666666667,0.0
20250330,SEA,35.666666666666664,28.666666666666668,2.0,5.0,0.3333333333333333,0.0,0.6666666666666666,5.333333333333333,10.666666666666666,1.6666666666666667,0.6666666666666666,37.333333333333336,8.0,0.6666666666666666,0.0,2.0,4.333333333333333,2.6666666666666665,7.333333333333333,0.3333333333333333,0.0,0.0,11.0,0.6666666666666666,0.0,0.0,1.0
20250330,MIN,33.5,32.0,2.0,5.5,1.5,0.0,0.5,1.5,7.0,1.0,1.0,37.5,10.0,1.5,0.0,1.0,5.0,3.5,7.5,1.0,1.0,1.0,7.0,0.5,0.0,1.0,0.0
20250330,SLN,37.5,32.5,5.0,10.0,1.5,0.0,1.0,3.5,7.5,1.0,0.5,33.5,5.5,1.5,0.0,0.5,2.0,1.5,7.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,1.0
20250330,COL,35.0,32.5,2.0,6.5,2.0,0.0,0.0,1.5,10.5,1.0,0.0,36.0,9.5,1.5,0.0,0.5,2.0,3.0,6.0,0.0,0.5,0.0,10.0,1.5,0.0,0.5,0.0
20250330,TBA,36.0,32.5,2.0,9.5,1.5,0.0,0.5,3.0,6.0,0.5,1.0,35.0,6.5,2.0,0.0,0.0,2.0,1.5,10.5,0.5,1.0,1.0,6.5,0.0,0.0,1.0,1.0
20250330,BOS,37.333333333333336,33.666666666666664,3.0,7.0,0.6666666666666666,0.0,1.0,3.6666666666666665,10.333333333333334,1.3333333333333333,0.3333333333333333,33.666666666666664,7.666666666666667,1.3333333333333333,0.0,1.0,3.3333333333333335,2.0,5.0,0.6666666666666666,1.0,0.0,9.333333333333334,1.3333333333333333,0.0,1.0,0.0
20250330,TEX,33.666666666666664,30.666666666666668,3.3333333333333335,7.666666666666667,1.3333333333333333,0.0,1.0,2.0,5.0,1.0,1.3333333333333333,37.333333333333336,7.0,0.6666666666666666,0.0,1.0,3.0,3.6666666666666665,10.333333333333334,0.0,1.3333333333333333,0.0,8.0,0.3333333333333333,0.0,1.3333333333333333,1.0
20250330,BAL,40.0,34.666666666666664,7.666666666666667,9.666666666666666,1.3333333333333333,0.0,3.3333333333333335,3.3333333333333335,8.666666666666666,0.3333333333333333,0.0,37.666666666666664,8.666666666666666,2.0,0.0,0.6666666666666666,5.0,4.333333333333333,8.666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,7.0,1.3333333333333333,0.0,0.3333333333333333,0.0
20250330,TOR,37.666666666666664,32.0,5.0,8.666666666666666,2.0,0.0,0.6666666666666666,4.333333333333333,8.666666666666666,0.3333333333333333,0.6666666666666666,40.0,9.666666666666666,1.3333333333333333,0.0,3.3333333333333335,7.666666666666667,3.3333333333333335,8.666666666666666,1.0,0.3333333333333333,0.3333333333333333,5.333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0
20250330,PHI,45.0,38.0,9.0,11.0,2.0,0.5,2.5,7.0,12.0,0.5,0.5,40.0,8.5,1.5,0.0,2.0,4.5,3.5,14.0,0.5,2.5,0.5,10.0,0.5,0.0,2.5,0.0
20250330,WAS,40.0,36.0,4.5,8.5,1.5,0.0,2.0,3.5,14.0,2.5,0.5,45.0,11.0,2.0,0.5,2.5,9.0,7.0,12.0,0.0,0.5,0.5,10.5,0.5,0.0,0.5,1.0
20250331,CHN,38.5,34.5,4.166666666666667,7.166666666666667,1.8333333333333333,0.0,1.0,3.8333333333333335,9.166666666666666,1.0,0.16666666666666666,40.5,10.0,3.3333333333333335,0.0,1.3333333333333333,6.166666666666667,5.0,7.0,0.5,0.5,0.0,8.0,0.8333333333333334,0.0,0.5,1.0
20250331,ATH,36.5,33.25,3.5,7.0,0.75,0.0,1.75,2.75,7.5,0.0,0.75,33.75,5.0,0.25,0.0,0.75,2.0,4.0,10.25,0.75,1.25,0.25,7.0,0.75,0.0,1.25,0.0
20250331,BOS,37.75,33.5,2.75,6.5,1.25,0.0,0.75,4.0,10.5,2.0,0.25,32.75,7.25,1.0,0.0,1.25,3.25,1.5,5.0,0.5,0.75,0.0,9.25,1.0,0.0,0.75,0.0
20250331,BAL,39.25,34.75,6.0,9.5,1.25,0.0,2.5,3.0,9.25,0.5,0.25,36.75,8.25,2.0,0.0,0.75,4.5,3.75,8.0,0.25,0.25,0.25,7.5,1.0,0.0,0.25,1.0
